symbol,time_bucket,spread_bucket,imb_bucket,obs,buy_bid_fill_prob,sell_ask_fill_prob,buy_passive_markout_cost_bps_median_if_filled,sell_passive_markout_cost_bps_median_if_filled,buy_passive_markout_cost_bps_p75_if_filled,sell_passive_markout_cost_bps_p75_if_filled
AAPL,midday,s_q4,bid_heavy,1016,0.296259842519685,0.3809055118110236,3.1153789766888846,2.2270061613837977,11.926287846728052,12.654902155879675
AAPL,close90,s_q1,ask_heavy,928,0.7683189655172413,0.7349137931034483,3.2570169556484863,1.8668410107359046,13.289275195749637,11.604437582270371
AAPL,close90,s_q1,balanced,1791,0.7465103294249023,0.734785036292574,2.507712718097361,2.1932229411120474,11.562725783560198,11.613976306259683
AAPL,close90,s_q1,bid_heavy,887,0.7519729425028185,0.7463359639233371,2.5492552532864696,1.8638073683361425,11.48938475199634,11.397334142699409
AAPL,close90,s_q2,ask_heavy,480,0.7395833333333334,0.7104166666666667,3.8040170419972132,1.8132731595283842,16.65453812357183,12.967562828753703
AAPL,close90,s_q2,balanced,1112,0.7050359712230215,0.7095323741007195,2.734131058201556,3.1113876789040424,13.714946225637155,13.052882822404934
AAPL,close90,s_q2,bid_heavy,504,0.7361111111111112,0.6845238095238095,3.6126442548934,2.191700759791756,15.743523578328302,12.45101988501025
AAPL,close90,s_q3,ask_heavy,388,0.6005154639175257,0.6056701030927835,5.2395194539764915,3.096595566403014,15.897214559922668,15.495295371565525
AAPL,close90,s_q3,balanced,1243,0.6041834271922768,0.6178600160901045,3.7567179342729062,1.501896143882419,15.124815821959423,12.714693105438101
AAPL,close90,s_q3,bid_heavy,369,0.5934959349593496,0.6124661246612466,1.8499334023979346,4.512997185927784,13.485242020096404,16.704472161163967
AAPL,close90,s_q4,ask_heavy,495,0.397979797979798,0.2585858585858586,3.895786924563371,3.8414372610850704,15.658353025211198,16.66099260946929
AAPL,close90,s_q4,balanced,1216,0.2886513157894737,0.2944078947368421,5.534763890494037,3.0826140567194855,18.662363452869027,17.420928341914312
AAPL,close90,s_q4,bid_heavy,485,0.3216494845360825,0.44123711340206184,6.951052932682167,2.3882571234360674,19.84945032045148,12.4848462916377
ADI,open30,s_q2,ask_heavy,64,0.65625,0.40625,5.523460836868969,2.6942212974530775,46.448496716076065,41.80546402428723
ADI,open30,s_q2,balanced,111,0.5765765765765766,0.6216216216216216,7.6172741022928285,7.379011212498998,41.96047782440711,40.222111482878745
ADI,open30,s_q2,bid_heavy,105,0.5238095238095238,0.6285714285714286,10.19771071800227,7.1256704310481584,42.457993544866724,44.389036264510956
ADI,open30,s_q3,ask_heavy,58,0.4827586206896552,0.5344827586206896,-5.257869854982404,-3.276795605973698,21.16814691025412,31.360911826013762
ADI,open30,s_q3,balanced,150,0.42,0.5066666666666667,6.330258636281837,10.395540858547408,34.359374329617275,32.53724242190005
ADI,open30,s_q3,bid_heavy,54,0.42592592592592593,0.5925925925925926,-9.334279206959637,27.07744281081111,20.15257519920744,63.63558703487014
ADI,open30,s_q4,ask_heavy,162,0.3765432098765432,0.3271604938271605,4.820516116593312,4.444629637346695,28.683099035492187,46.40270610173995
ADI,open30,s_q4,balanced,1105,0.28868778280542984,0.2841628959276018,11.819123633869019,7.952185088207383,45.690055880148854,37.35484012652353
