strategy,candidate_set,spread_fraction,participation_rate,execution_horizon_min,markowitz_gamma,active_signals,gross_leverage,largest_weight,train_gross_bps,train_cost_bps,train_net_bps,train_trades,train_max_drawdown_bps,validation_gross_bps,validation_cost_bps,validation_net_bps,validation_trades,validation_max_drawdown_bps,test_gross_bps,test_cost_bps,test_net_bps,test_trades,test_max_drawdown_bps,validation_score
liquid_validation_sf0.25_pr0.001_h15_g0.1,liquid_validation,0.25,0.001,15,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.001_h15_g0.1,liquid_validation,0.35,0.001,15,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.001_h15_g0,ou_filtered,0.35,0.001,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.001_h15_g0.001,ou_filtered,0.35,0.001,15,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.001_h15_g0.005,ou_filtered,0.35,0.001,15,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.25_pr0.001_h15_g0,liquid_validation,0.25,0.001,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.001_h15_g0.1,ou_filtered,0.35,0.001,15,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.001_h15_g0.001,core_liquid_pairs,0.35,0.001,15,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.001_h15_g0.05,core_liquid_pairs,0.35,0.001,15,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.001_h15_g0.1,core_liquid_pairs,0.35,0.001,15,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.001_h15_g0.25,core_liquid_pairs,0.35,0.001,15,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.25_pr0.001_h5_g0.25,core_liquid_pairs,0.25,0.001,5,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.25_pr0.001_h5_g0.01,core_liquid_pairs,0.25,0.001,5,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.25_pr0.001_h5_g0.005,core_liquid_pairs,0.25,0.001,5,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.25_pr0.001_h5_g0.001,core_liquid_pairs,0.25,0.001,5,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.005_h1_g0.05,liquid_validation,0.35,0.005,1,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.005_h1_g0.1,liquid_validation,0.35,0.005,1,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.25_pr0.001_h1_g0.01,core_liquid_pairs,0.25,0.001,1,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.005_h1_g0,ou_filtered,0.35,0.005,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.005_h1_g0.005,ou_filtered,0.35,0.005,1,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.005_h1_g0.01,ou_filtered,0.35,0.005,1,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.005_h1_g0.05,ou_filtered,0.35,0.005,1,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h1_g0,core_liquid_pairs,0.35,0.005,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h1_g0.001,core_liquid_pairs,0.35,0.005,1,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h1_g0.005,core_liquid_pairs,0.35,0.005,1,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h1_g0.05,core_liquid_pairs,0.35,0.005,1,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.005_h5_g0,liquid_validation,0.35,0.005,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.001_h15_g0.25,liquid_validation,0.35,0.001,15,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.001_h15_g0.01,core_liquid_pairs,0.35,0.001,15,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.25_pr0.001_h15_g0.005,liquid_validation,0.25,0.001,15,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.001_h5_g0.05,core_liquid_pairs,0.35,0.001,5,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.25_pr0.001_h15_g0.05,liquid_validation,0.25,0.001,15,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.001_h15_g0,liquid_validation,0.35,0.001,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.001_h15_g0.005,liquid_validation,0.35,0.001,15,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.001_h1_g0.005,core_liquid_pairs,0.35,0.001,1,0.005,0,2.1179951928750613e-14,1.3856632725328299e-14,1.1523145477211606e-11,4.1720586315596314e-11,-3.01974408383847e-11,842.0,-3.407994091999112e-11,1.2878867695274284e-11,4.411073476307937e-12,8.467794218966346e-12,114.0,-6.6387840378505085e-12,8.746960455302214e-12,1.035575248057603e-11,-1.6087920252738148e-12,242.0,-1.932795462973335e-11,-6.298764720153283e-13
ou_filtered_sf0.35_pr0.001_h1_g0.01,ou_filtered,0.35,0.001,1,0.01,0,5.227655425863587e-15,5.227655425863587e-15,6.214086700840376e-11,7.238668529117196e-11,-1.0245818282768209e-11,414.0,-1.786891863539458e-11,6.4751105732194556e-12,3.642675512101974e-12,2.8324350611174815e-12,22.0,-5.7553885419968645e-12,2.270260424829186e-12,9.857792051663873e-12,-7.587531626834686e-12,75.0,-1.0979804154242348e-11,-1.0622309935790424e-12
core_liquid_pairs_sf0.35_pr0.001_h5_g0.25,core_liquid_pairs,0.35,0.001,5,0.25,0,1.0174106176275401e-14,5.629385202616816e-15,5.301106074558419e-12,2.183084041888179e-11,-1.6529734344323373e-11,842.0,-1.8500693175726993e-11,6.1705842210326255e-12,2.343844532439093e-12,3.826739688593532e-12,114.0,-3.520273098979442e-12,4.084483291821084e-12,5.448427521862124e-12,-1.3639442300410404e-12,242.0,-9.725044643957369e-12,-1.1269407439051542e-12
core_liquid_pairs_sf0.25_pr0.001_h15_g0.01,core_liquid_pairs,0.25,0.001,15,0.01,0,1.7023475870968122e-14,8.959864124523265e-15,9.005973855361457e-12,3.477537956449495e-11,-2.576940570913349e-11,842.0,-2.931737715552364e-11,1.0511700574440782e-11,3.942221630250504e-12,6.5694789441902745e-12,114.0,-5.529299552219796e-12,7.065443352537395e-12,9.089332407189256e-12,-2.0238890546518627e-12,242.0,-1.5683321246823666e-11,-1.1758434750495825e-12
ou_filtered_sf0.50_pr0.005_h5_g0.25,ou_filtered,0.5,0.005,5,0.25,0,2.220212268156871e-15,2.220212268156871e-15,2.995269975648383e-12,8.558761031296502e-12,-5.563491055648117e-12,502.0,-5.897910562563921e-12,5.435738550974266e-13,6.262811578430582e-13,-8.27073027456315e-14,44.0,-9.901743881806607e-13,-9.348235038871952e-13,1.4631816424116579e-12,-2.3980051462988533e-12,103.0,-2.5875536168949276e-12,-1.702929002185946e-12
ou_filtered_sf0.50_pr0.005_h1_g0.05,ou_filtered,0.5,0.005,1,0.05,0,1.2358318895664364e-15,7.137460661358502e-16,9.188603868125241e-12,1.5926042566601507e-11,-6.737438698476268e-12,809.0,-7.0772468263985e-12,1.0118866269314862e-12,8.422865134578986e-13,1.6960011347358769e-13,60.0,-8.818077788111484e-13,9.013988172969048e-14,2.2264216729229784e-12,-2.136281791193288e-12,145.0,-2.4950274954961077e-12,-1.733235442580604e-12
core_liquid_pairs_sf0.25_pr0.005_h1_g0.25,core_liquid_pairs,0.25,0.005,1,0.25,0,5.490711499003272e-14,3.369912057382202e-14,3.0175900637006753e-11,1.0857329399565324e-10,-7.839739335864648e-11,842.0,-8.910083364522355e-11,3.400577691087006e-11,1.235825236621776e-11,2.1647524544652295e-11,114.0,-1.630943398568857e-11,2.337615619920774e-11,2.8590065770097328e-11,-5.213909570889591e-12,242.0,-4.884879372614761e-11,-1.8316232104579282e-12
ou_filtered_sf0.50_pr0.005_h5_g0.01,ou_filtered,0.5,0.005,5,0.01,0,3.7588715922866214e-15,3.7588715922866214e-15,2.7225670120645727e-12,8.89065338107712e-12,-6.168086369012549e-12,344.0,-6.477285560852028e-12,5.493568279829147e-13,7.693189758266146e-13,-2.199621478436999e-13,30.0,-1.689734833544757e-12,-3.60063238683804e-13,2.113832308226025e-12,-2.4738955469098298e-12,90.0,-3.4022776684814228e-12,-2.138396655597119e-12
core_liquid_pairs_sf0.50_pr0.005_h15_g0.005,core_liquid_pairs,0.5,0.005,15,0.005,0,7.311365187419615e-14,5.4231597510382627e-14,4.4197619989723466e-11,2.2440415493908412e-10,-1.8020653494936066e-10,668.0,-2.0931336053730447e-10,7.640373763383164e-11,2.3179769141317998e-11,5.322396849251363e-11,89.0,-4.598324936013717e-11,-7.724115318630865e-11,4.808375916564111e-11,-1.2532491235194977e-10,168.0,-2.0974887836200175e-10,-2.183303573919868e-12
core_liquid_pairs_sf0.25_pr0.001_h15_g0.25,core_liquid_pairs,0.25,0.001,15,0.25,0,3.8361763886210574e-14,2.0782118532308973e-14,2.0321588051269484e-11,7.838770916168632e-11,-5.8066121110416847e-11,842.0,-6.596543441382395e-11,2.360993060268877e-11,8.864434207464038e-12,1.4745496395224727e-11,114.0,-1.2479866943940413e-11,1.586212347085657e-11,2.0483210080666445e-11,-4.621086609809881e-12,242.0,-3.5490366210101714e-11,-2.7102289815407692e-12
ou_filtered_sf0.35_pr0.001_h5_g0.001,ou_filtered,0.35,0.001,5,0.001,0,5.447971315322532e-15,5.447971315322532e-15,6.475975047937102e-11,8.119922942795837e-11,-1.6439478948587342e-11,414.0,-2.2880756204853886e-11,6.747999589244873e-12,4.1023792097377544e-12,2.645620379507118e-12,22.0,-6.0257804371818506e-12,2.3659389659826668e-12,1.131705663751951e-11,-8.951117671536842e-12,75.0,-1.2472437626161033e-11,-2.8745244055629753e-12
ou_filtered_sf0.25_pr0.005_h15_g0,ou_filtered,0.25,0.005,15,0.0,0,6.772360450213455e-15,4.718447854656915e-15,7.853276715816972e-12,1.766760143952127e-11,-9.8143247237043e-12,718.0,-1.0771741347697151e-11,1.455394163294455e-12,1.4135824485343272e-12,4.181171476012803e-14,61.0,-2.572889656959776e-12,-2.1834539127830813e-12,3.4711772249069993e-12,-5.654631137690081e-12,151.0,-6.62853930718568e-12,-2.9970265199846188e-12
ou_filtered_sf0.35_pr0.010_h5_g0.001,ou_filtered,0.35,0.01,5,0.001,0,4.053881084105643e-15,4.053881084105643e-15,4.818827271380031e-11,6.328997560651415e-11,-1.5101702892713827e-11,414.0,-1.9146289788908778e-11,5.021243010853285e-12,3.2050709514923452e-12,1.8161720593609395e-12,22.0,-4.497693347629683e-12,1.7605150000276318e-12,8.940853751152594e-12,-7.180338751124964e-12,75.0,-9.793652593145973e-12,-3.0190458809180707e-12
ou_filtered_sf0.35_pr0.001_h1_g0.25,ou_filtered,0.35,0.001,1,0.25,0,1.2723446225098613e-14,6.62320811259734e-15,1.3026999082929338e-11,2.3829786965173725e-11,-1.080278788224439e-11,718.0,-1.3539097786294055e-11,2.4614972257820463e-12,1.8387967409942516e-12,6.227004847877943e-13,61.0,-4.628884872720293e-12,-3.202952594554276e-12,4.597383284155218e-12,-7.800335878709494e-12,151.0,-1.0713503461883946e-11,-3.0957132973670742e-12
core_liquid_pairs_sf0.25_pr0.005_h15_g0.005,core_liquid_pairs,0.25,0.005,15,0.005,0,1.3232125466299594e-14,9.968581759762569e-15,7.244121439672181e-12,3.270876343259981e-11,-2.5464641992927625e-11,842.0,-2.735626021871641e-11,7.861623882722114e-12,3.7099311829991604e-12,4.151692699722954e-12,114.0,-4.3701087697091104e-12,5.315119465446415e-12,8.760085334824695e-12,-3.4449658693782815e-12,242.0,-1.3671921047117517e-11,-3.2739861116007323e-12
ou_filtered_sf0.25_pr0.010_h15_g0.1,ou_filtered,0.25,0.01,15,0.1,0,5.51198167421402e-14,5.51198167421402e-14,6.552063827227278e-10,7.383031583505695e-10,-8.309677562784197e-11,414.0,-1.8526254958775583e-10,6.827284491919076e-11,3.769740768397941e-11,3.057543723521135e-11,22.0,-6.090854014178956e-11,2.3937373139478864e-11,1.0923047371466695e-10,-8.52931005751881e-11,75.0,-1.2095827175901334e-10,-4.265335084306027e-12
core_liquid_pairs_sf0.25_pr0.005_h5_g0.05,core_liquid_pairs,0.25,0.005,5,0.05,0,3.5599128417754255e-14,2.4970144068577148e-14,1.9869822971203878e-11,7.835103625940368e-11,-5.84812132881998e-11,667.0,-6.43855166109595e-11,2.1768455497973297e-11,8.973719396555541e-12,1.2794736101417753e-11,94.0,-1.0588319411589219e-11,1.5033367366012093e-11,2.0937492179057532e-11,-5.904124813045438e-12,199.0,-3.3190867253484956e-11,-4.3919170727778185e-12
ou_filtered_sf0.35_pr0.001_h15_g0.25,ou_filtered,0.35,0.001,15,0.25,0,4.701358541429586e-15,4.701358541429586e-15,5.5884803431461355e-11,7.665603188703499e-11,-2.077122845557363e-11,414.0,-2.4693132050304235e-11,5.823225503635301e-12,3.890082773821603e-12,1.9331427298136996e-12,22.0,-5.231792354517616e-12,2.0417007951087507e-12,1.0958997483917895e-11,-8.917296688809145e-12,75.0,-1.1940135194851874e-11,-4.500526993674311e-12
ou_filtered_sf0.35_pr0.001_h5_g0.1,ou_filtered,0.35,0.001,5,0.1,0,1.4059555254943717e-14,8.22098009881874e-15,1.5319761468927144e-11,3.076645475630504e-11,-1.54466932873779e-11,718.0,-1.7898193907562304e-11,2.8660441679604456e-12,2.3649001753710933e-12,5.011439925893535e-13,61.0,-5.126468582524406e-12,-4.020733811322897e-12,5.847499329406867e-12,-9.868233140729763e-12,151.0,-1.2647023720806675e-11,-4.504068054528558e-12
ou_filtered_sf0.50_pr0.005_h1_g0.25,ou_filtered,0.5,0.005,1,0.25,0,9.504976405965869e-15,9.504976405965869e-15,6.884495673232755e-12,2.0899916650335818e-11,-1.4015420977103063e-11,344.0,-1.4865690156344867e-11,1.3891465989816927e-12,1.8074225009006167e-12,-4.182759019189246e-13,30.0,-4.208424659936939e-12,-9.104840387120776e-13,4.931388822618448e-12,-5.841872861330526e-12,90.0,-8.4101525474647e-12,-4.854187203227109e-12
ou_filtered_sf0.25_pr0.001_h15_g0,ou_filtered,0.25,0.001,15,0.0,0,2.6145752229922437e-14,1.1379786002407855e-14,6.852589905861309e-11,9.264746390494138e-11,-2.41215648463283e-11,1013.0,-3.333239055657136e-11,9.08480380380572e-12,6.014955665619604e-12,3.0698481381861144e-12,75.0,-9.90811111136772e-12,-4.031157876644527e-12,1.6072967017160927e-11,-2.010412489380545e-11,190.0,-2.2094675449437188e-11,-5.2429130789504854e-12
core_liquid_pairs_sf0.35_pr0.001_h1_g0.25,core_liquid_pairs,0.35,0.001,1,0.25,0,2.1519908242751524e-13,1.3929879021169528e-13,1.1902470929132057e-10,4.274186993381401e-10,-3.0839399004681945e-10,667.0,-3.4759425988964003e-10,1.3267355045948183e-10,4.5835090604682175e-11,8.683845985479965e-11,94.0,-6.351795438532408e-11,9.139328056324022e-11,1.0690304800621825e-10,-1.5509767442978038e-11,199.0,-1.888402212930804e-10,-5.255383064204143e-12
core_liquid_pairs_sf0.35_pr0.001_h5_g0.1,core_liquid_pairs,0.35,0.001,5,0.1,0,6.232146550730207e-14,4.0229965487463453e-14,3.445908147007815e-11,1.3704524191951157e-10,-1.025861604494334e-10,667.0,-1.1312307983686447e-10,3.84324387504888e-11,1.499087185881343e-11,2.3441566891675372e-11,94.0,-1.8615385634869597e-11,2.647232040628134e-11,3.490027951586989e-11,-8.427959109588571e-12,199.0,-5.6253090053866635e-11,-6.677593940597568e-12
ou_filtered_sf0.35_pr0.001_h15_g0.01,ou_filtered,0.35,0.001,15,0.01,0,6.992480566503822e-15,6.992480566503822e-15,8.31192512789194e-11,1.1401296211549909e-10,-3.08937108365797e-11,414.0,-3.672688319052601e-11,8.661069095180633e-12,5.785844231690416e-12,2.8752248634902163e-12,22.0,-7.781411701440563e-12,3.0366867378024147e-12,1.629966663026692e-11,-1.3262979892464503e-11,75.0,-1.775894405323141e-11,-6.693777397527343e-12
ou_filtered_sf0.50_pr0.001_h1_g0.01,ou_filtered,0.5,0.001,1,0.01,0,3.63542895028579e-15,3.63542895028579e-15,4.321415405471011e-11,7.007027820197336e-11,-2.6856124147263252e-11,414.0,-2.8764057658115198e-11,4.502937266622722e-12,3.520915182103133e-12,9.820220845195884e-13,22.0,-4.06363127173112e-12,1.5787900694982602e-12,9.459443513487492e-12,-7.88065344398923e-12,75.0,-1.0208162800172372e-11,-6.720780965747605e-12
ou_filtered_sf0.35_pr0.001_h1_g0.05,ou_filtered,0.35,0.001,1,0.05,0,2.7849103067988267e-14,1.6562654274670686e-14,3.051936351093142e-11,5.515218481863212e-11,-2.4632821307700706e-11,718.0,-3.132940668297686e-11,5.704537035378058e-12,4.167358277351464e-12,1.5371787580265931e-12,61.0,-1.0062499816665656e-11,-8.05486063879886e-12,1.0248966132841692e-11,-1.830382677164055e-11,151.0,-2.445465627136099e-11,-6.8418944460992874e-12
ou_filtered_sf0.50_pr0.005_h5_g0.005,ou_filtered,0.5,0.005,5,0.005,0,1.2195319452385607e-14,1.2195319452385607e-14,8.833122820898605e-12,2.8844922062557138e-11,-2.0011799241658537e-11,344.0,-2.1014968098673657e-11,1.7823386210768004e-12,2.495985947016698e-12,-7.136473259398965e-13,30.0,-5.4821920831741436e-12,-1.1681926639420917e-12,6.858138043472789e-12,-8.02633070741488e-12,90.0,-1.1038382667285529e-11,-6.937834850340194e-12
ou_filtered_sf0.35_pr0.001_h5_g0.005,ou_filtered,0.35,0.001,5,0.005,0,2.2024732015930318e-14,1.1419941360759012e-14,2.3087644179519824e-11,4.670991811980395e-11,-2.3622273940284138e-11,718.0,-2.7170334386005565e-11,4.345824359796381e-12,3.6286915068988826e-12,7.171328528974973e-13,61.0,-8.108635300069144e-12,-5.824217918582417e-12,9.063388748247652e-12,-1.488760666683007e-11,151.0,-1.93374401054416e-11,-6.99159726753231e-12
ou_filtered_sf0.25_pr0.001_h15_g0.05,ou_filtered,0.25,0.001,15,0.05,0,2.9439232026118047e-14,1.4926519903224703e-14,3.0648864721681566e-11,5.857849339056684e-11,-2.792962866888526e-11,718.0,-3.401449025865058e-11,5.77547923370212e-12,4.696560225548216e-12,1.0789190081539032e-12,61.0,-1.0723500471305167e-11,-7.675008517899375e-12,1.1871219214745001e-11,-1.9546227732644376e-11,151.0,-2.55943931172792e-11,-8.283016264605855e-12
core_liquid_pairs_sf0.25_pr0.001_h15_g0.1,core_liquid_pairs,0.25,0.001,15,0.1,0,1.2124982400551768e-13,7.650277996170347e-14,6.617527993055042e-11,2.491581930845845e-10,-1.8298291315403408e-10,842.0,-2.0584165789004735e-10,7.437112083915247e-11,2.8239700127650886e-11,4.6131420711501594e-11,114.0,-3.736566485140679e-11,5.0755373539973195e-11,6.564267820545621e-11,-1.488730466548301e-11,242.0,-1.1120220397836909e-10,-8.499425553670827e-12
ou_filtered_sf0.50_pr0.005_h5_g0.001,ou_filtered,0.5,0.005,5,0.001,0,1.0618679365648693e-14,6.260520627354368e-15,3.126703109147137e-11,6.680514460319448e-11,-3.55381135117231e-11,1013.0,-3.652744098848519e-11,4.0942368207801174e-12,4.140416788830358e-12,-4.61799680502395e-14,75.0,-4.7800914437940675e-12,-2.119687576273763e-12,1.0636444399914203e-11,-1.2756131976187966e-11,190.0,-1.3412601375269635e-11,-1.0093747474181348e-11
ou_filtered_sf0.35_pr0.005_h1_g0.25,ou_filtered,0.35,0.005,1,0.25,0,2.6412312651390418e-14,1.451063958050956e-14,2.8196617103789488e-11,6.23092379127075e-11,-3.411262080891802e-11,718.0,-3.700017807419266e-11,5.2920575972387174e-12,4.871984692633022e-12,4.200729046056945e-13,61.0,-9.851730088842268e-12,-7.2497894460170846e-12,1.2157987184491828e-11,-1.9407776630508915e-11,151.0,-2.4082795483446107e-11,-1.0322027550023914e-11
ou_filtered_sf0.35_pr0.001_h5_g0.05,ou_filtered,0.35,0.001,5,0.05,0,3.428923929940885e-14,2.216068102552403e-14,3.868155857116536e-11,7.718669393642733e-11,-3.850513536526197e-11,718.0,-4.4907033864426626e-11,7.198173918555692e-12,5.877646522186239e-12,1.320527396369454e-12,61.0,-1.2763730452274149e-11,-1.0492583565357239e-11,1.4401459851159041e-11,-2.489404341651628e-11,151.0,-3.153105608740695e-11,-1.115238486151018e-11
ou_filtered_sf0.35_pr0.001_h15_g0.05,ou_filtered,0.35,0.001,15,0.05,0,2.6840308785317756e-14,1.973960866400146e-14,3.177361042124178e-11,7.104506415684214e-11,-3.9271453735600354e-11,718.0,-4.322463973201735e-11,5.870605099033301e-12,5.442383823529043e-12,4.2822127550426094e-13,61.0,-1.0461294193950435e-11,-8.991567861263647e-12,1.3200021207413635e-11,-2.219158906867728e-11,151.0,-2.6363738486001974e-11,-1.1754020188362367e-11
ou_filtered_sf0.50_pr0.005_h15_g0.1,ou_filtered,0.5,0.005,15,0.1,0,5.195529633077243e-15,4.078668411244455e-15,4.929186580828442e-11,9.317745058285975e-11,-4.3885584774575344e-11,695.0,-4.5868438474312745e-11,5.21517383925191e-12,4.820720790193016e-12,3.944530490588945e-13,48.0,-4.835546170018608e-12,1.664295200653812e-12,1.3420495833520726e-11,-1.1756200632866916e-11,140.0,-1.4334452895401513e-11,-1.1785088418098315e-11
ou_filtered_sf0.35_pr0.005_h1_g0.1,ou_filtered,0.35,0.005,1,0.1,0,3.098798831175751e-14,2.0749665179618974e-14,3.540886326533592e-11,7.715234185356415e-11,-4.174347858822823e-11,718.0,-4.5992550174726847e-11,6.576458631228143e-12,5.93243231833025e-12,6.44026312897894e-13,61.0,-1.1737577490981901e-11,-9.717407263927775e-12,1.4527623992390246e-11,-2.4245031256318018e-11,151.0,-2.9477481444440936e-11,-1.2435980448272056e-11
ou_filtered_sf0.50_pr0.001_h15_g0.001,ou_filtered,0.5,0.001,15,0.001,0,2.5746883661800155e-14,2.5746883661800155e-14,1.8648579606955703e-11,5.791656977620104e-11,-3.926799016924535e-11,344.0,-4.151056279875876e-11,3.7628915996801465e-12,5.00956925354189e-12,-1.2466776538617445e-12,30.0,-1.1452735331790642e-11,-2.466300348303034e-12,1.3699025736351245e-11,-1.616532608465428e-11,90.0,-2.2940372167730006e-11,-1.3604700725208305e-11
ou_filtered_sf0.50_pr0.001_h5_g0.25,ou_filtered,0.5,0.001,5,0.25,0,2.826956939582469e-14,1.6266221454570742e-14,2.7975312068559083e-11,7.338939250850382e-11,-4.5414080439944744e-11,718.0,-4.750145147894479e-11,5.316074319759373e-12,5.7221281094678645e-12,-4.0605378970849326e-13,61.0,-1.1198428579758171e-11,-6.612171936622659e-12,1.4419252223242956e-11,-2.1031424159865612e-11,151.0,-2.5515541518440432e-11,-1.4285366021119708e-11
ou_filtered_sf0.35_pr0.005_h1_g0.001,ou_filtered,0.35,0.005,1,0.001,0,4.318767565791859e-14,2.248201624865942e-14,2.951763864736046e-10,3.7938792520343295e-10,-8.421153872982834e-11,809.0,-1.118990990789167e-10,3.291617255593063e-11,2.051039006312457e-11,1.2405782492806061e-11,60.0,-2.797850454848793e-11,1.04531811745112e-12,5.423285474569643e-11,-5.318753662824531e-11,145.0,-6.425862254366525e-11,-1.526832260250484e-11
